iron_feed,silica_feed,starch_flow,amina_flow,pulp_flow,pulp_pH,pulp_density,airflow,level,iron_conc,silica_conc
0.5407986111111112,0.488314116547211,0.2564171795980933,0.6798013750762147,0.531514987983698,0.6619517910947437,0.6703551209469882,0.4589667357591636,0.27688242111679284,0.8154362416107368,0.1440162271805274
0.5407986111111112,0.488314116547211,0.24485572712476278,0.5956669660261104,0.5586404615978289,0.6698759439050708,0.47192608386638124,0.4543104868259906,0.27229370802092845,0.8406040268456376,0.10344827586206898
0.5407986111111112,0.488314116547211,0.2850797982140065,0.7063572624553801,0.5317681307357489,0.6303128371089528,0.681236673773987,0.4559800309109878,0.27544578313418433,0.8255033557046971,0.1359026369168357
0.5407986111111112,0.488314116547211,0.26903988254511707,0.7089143894287412,0.5585231057609175,0.5671790722761587,0.6746624022743424,0.45519180837047113,0.37809241551704864,0.7885906040268456,0.154158215010142
0.5407986111111112,0.488314116547211,0.2769319762930863,0.7626345326759795,0.5524140001336573,0.483360302049622,0.7864250177683019,0.45504480374853484,0.5206773093221779,0.7684563758389249,0.15010141987829614
0.5407986111111112,0.488314116547211,0.27644533050463715,0.767022169218666,0.5556700519761044,0.554530744336569,0.7841151385927505,0.4546772333447673,0.5212677441948637,0.8053691275167765,0.11156186612576063
0.5299479166666665,0.5014023060143348,0.2628645128503842,0.7595489669040604,0.5701195062377789,0.6943635382955771,0.7839374555792471,0.4556303505813064,0.5251349862077408,0.6224832214765108,0.4381338742393508
0.5299479166666665,0.5014023060143348,0.2827114226747996,0.713996573165362,0.564871504116482,0.6943635382955771,0.7880241648898361,0.45487008128155093,0.5230222165107723,0.6442953020134219,0.4158215010141988
0.5299479166666665,0.5014023060143348,0.32051471528103914,0.7072908406647834,0.56850266347897,0.5777777777777775,0.7675906183368868,0.45473108011381136,0.5222185221362279,0.776845637583893,0.22920892494929004
0.5299479166666665,0.5014023060143348,0.2783226390192203,0.6881393478066234,0.5562599301092757,0.6573354908306364,0.7709665955934613,0.4547829848682339,0.5173706406345364,0.7499999999999982,0.2454361054766734
0.5299479166666665,0.5014023060143348,0.31772988511162853,0.5582646337032137,0.565058249455122,0.7034789644012944,0.8150319829424308,0.4558095455668134,0.5187597998219153,0.5872483221476497,0.4523326572008114
0.5299479166666665,0.5014023060143348,0.40340470942590256,0.6414336184545933,0.5559738836778632,0.6326591154261054,0.8205401563610515,0.4553650007653305,0.5144047642828982,0.5872483221476497,0.4523326572008114
0.5299479166666665,0.5014023060143348,0.42769899558033864,0.6087799149446752,0.5716122563148485,0.7586299892125128,0.8109452736318401,0.45508346749417683,0.5187866408910027,0.7869127516778516,0.18255578093306288
0.5299479166666665,0.5014023060143348,0.37501556468764213,0.5817282316870721,0.5530507667068356,0.7716558791801509,0.8315565031982928,0.4537178781218696,0.5196593257372422,0.7063758389261743,0.27180527383367137
0.5299479166666665,0.5014023060143348,0.474342701595009,0.5564404886987254,0.5364862126428491,0.7341693635382951,0.8400852878464811,0.45510206375539886,0.5206242861974644,0.848993288590604,0.09939148073022314
0.5750868055555554,0.4939233406045498,0.474342701595009,0.5684854501437434,0.5450289360959069,0.7716558791801509,0.8333333333333321,0.4548296520680717,0.5219956245625026,0.848993288590604,0.1845841784989858
0.5750868055555554,0.4939233406045498,0.474342701595009,0.6350380066848621,0.5521633895060418,0.7716558791801509,0.7896233120113711,0.45500349180113764,0.5229732984907425,0.7130872483221466,0.27586206896551724
0.5750868055555554,0.4939233406045498,0.474342701595009,0.5719170413382532,0.5760810749632963,0.7398327939590077,0.7507107320540154,0.4541254657966203,0.5216091131676452,0.6979865771812062,0.6024340770791076
0.5750868055555554,0.4939233406045498,0.3944829904523759,0.4584673124833337,0.5379044532161146,0.7716558791801509,0.7407604832977963,0.4548459532211053,0.5200588801068482,0.848993288590604,0.10547667342799191
0.5750868055555554,0.4939233406045498,0.4335177490106693,0.40674061616319235,0.551324382851119,0.6529395900755119,0.7066453447050458,0.4547602691820578,0.4597208844592202,0.7013422818791941,0.18052738336713994
0.5750868055555554,0.4939233406045498,0.4224344715355135,0.3812782299654912,0.5438295082426627,0.6645631067961162,0.5554371002132195,0.45517680189385246,0.2929605074513486,0.7332214765100673,0.17647058823529413
0.5750868055555554,0.4939233406045498,0.35485958141000945,0.3817915557337632,0.571957317506957,0.5990291262135923,0.6684434968017046,0.45434091172172364,0.396093601603984,0.848993288590604,0.11359026369168354
0.5750868055555554,0.4939233406045498,0.3551726952921979,0.23120381515855382,0.5735900592195602,0.5467637540453074,0.3436389481165598,0.4548558398409952,0.47363823277577377,0.848993288590604,0.11156186612576063
0.5750868055555554,0.4939233406045498,0.4600407512760719,0.1464340074127164,0.5573231389600899,0.6211165048543688,0.18798862828713503,0.4550250893576835,0.47132299492237006,0.8355704697986575,0.127789046653144
0.7777777777777772,0.21626674976628235,0.474342701595009,0.25111944936573727,0.5742288468461876,0.74185544768069,0.6451670220326928,0.4558104871496602,0.45416516758266123,0.848993288590604,0.11561866125760648
0.7777777777777772,0.21626674976628235,0.2424334641391016,0.23111895054577936,0.5582982298805472,0.7548813376483281,0.7434257285003554,0.45366503178460027,0.49921896607790006,0.7298657718120811,0.38539553752535494
0.7777777777777772,0.21626674976628235,0.25164619402309474,0.17931786242973657,0.5375629952950884,0.6245321907034764,0.6845064382794721,0.45424764669145423,0.4970722452223637,0.5151006711409405,0.7180527383367139
0.7777777777777772,0.21626674976628235,0.23607111165316252,0.15477667000615147,0.5744100679720692,0.6887540453074434,0.7373845060412219,0.4549056260340123,0.49170453763032085,0.3708053691275168,0.5557809330628801
0.7777777777777772,0.21626674976628235,0.1489752568518769,0.18104787319969673,0.5634728003932157,0.5735976267529663,0.7578180525941711,0.4547476755114839,0.506060253463442,0.3406040268456376,0.7058823529411764
0.7777777777777772,0.21626674976628235,0.18239261217502334,0.18658539319775547,0.5770286795568556,0.3983279395900752,0.4214641080312722,0.4568565268433793,0.4955613864517405,0.24832214765100602,0.8990759522199685
0.7443576388888888,0.23901526955437835,0.1864356422530351,0.24195011301150715,0.5603885380938927,0.5889158576051772,0.40103056147832294,0.45456318412246555,0.5341682896589326,0.21476510067114063,0.8843813387423933
0.7443576388888888,0.23901526955437835,0.19354175256550604,0.47562239034882914,0.5757084709902802,0.5964907522915874,0.7134518945575392,0.45394992371858933,0.49144276079352545,0.21476510067114063,0.8843813387423933
0.7443576388888888,0.23901526955437835,0.4497956885447332,0.5855902069003082,0.56946239439322,0.37680690399136996,0.5648542999289266,0.45423951501892335,0.5494881833737906,0.5201342281879207,0.48073022312373226
0.7443576388888888,0.23901526955437835,0.17400791526489812,0.6408830386168735,0.5509271784800376,0.29007551240560936,0.7882018479033395,0.4560016284675332,0.4074735696129994,0.6040268456375841,0.41987829614604455
0.7443576388888888,0.23901526955437835,0.13033691291243904,0.5397356537592165,0.47481592245190996,0.3714131607335487,0.7382729211087415,0.45517562491529473,0.46568336366511454,0.7416107382550319,0.20081135902636912
0.7443576388888888,0.23901526955437835,0.26783808728312797,0.42762614932964815,0.5149642839434581,0.3775080906148869,0.7260127931769711,0.4541900819194731,0.5762266385734722,0.6979865771812062,0.1866125760649087
0.7443576388888888,0.23901526955437835,0.25660609491352326,0.5400460893448614,0.5982128228565511,0.405960086299892,0.724946695095948,0.45496394532157813,0.5889668240953718,0.7315436241610733,0.24746450304259635
0.7443576388888888,0.23901526955437835,0.2928225380859483,0.30604005524262357,0.6247809178061807,0.4308522114347362,0.7699004975124373,0.4556540078503297,0.6218957359701012,0.4815436241610733,0.48275862068965514
0.7443576388888888,0.23901526955437835,0.28533799195223997,0.4737218924905353,0.5515477766256272,0.4970604099244875,0.7370291400142133,0.4551588529708379,0.6144161940476118,0.6895973154362398,0.281947261663286
0.7343749999999996,0.2424431287005298,0.29333434942161574,0.5461535864851367,0.5708004665130311,0.5395900755124048,0.6959843638948104,0.45478033666647777,0.39119957543057793,0.5922818791946298,0.35699797160243396
0.7343749999999996,0.2424431287005298,0.29869490142528,0.5827660493241181,0.5254439850215675,0.6085490830636457,0.7132196162046904,0.45467935190617226,0.2921607122397816,0.6979865771812062,0.24949290060851928
0.7343749999999996,0.2424431287005298,0.2646803758636804,0.6378493901521199,0.5553165023595135,0.5709546925566338,0.7672352523098791,0.4551546746969559,0.27201586519989496,0.6979865771812062,0.24949290060851928
0.7343749999999996,0.2424431287005298,0.271806371119893,0.6597778455987072,0.5299353363459876,0.6038401041384169,0.8097580731617242,0.45364995199339564,0.2706233099302291,0.5788590604026833,0.5720081135902636
0.7343749999999996,0.2424431287005298,0.2623357781844254,0.6637671238560735,0.5652184516251406,0.5756202804746495,0.817697228144989,0.45474249680582757,0.41199817755319157,0.4211409395973149,0.6612576064908722
0.7343749999999996,0.2424431287005298,0.2429116095362488,0.6298401138101138,0.5753093020197593,0.5571736785329016,0.7485785358919683,0.45479228299884467,0.4834317357130862,0.4211409395973149,0.6612576064908722
0.7343749999999996,0.2424431287005298,0.28704931370667636,0.6242128939291743,0.5385652029568817,0.5106256742179065,0.7519545131485428,0.4545464710269367,0.29307702926891577,0.15100671140939603,0.8864097363083163
0.7343749999999996,0.2424431287005298,0.24521109124344548,0.6060595919828161,0.5469717074075096,0.5543149946062567,0.7400497512437809,0.4554010163092155,0.2720264368741647,0.13087248322147715,0.8990759522199685
0.7343749999999996,0.2424431287005298,0.26037007721814837,0.6275884297248927,0.5840401181804271,0.5744336569579289,0.7341862117981526,0.45359611969000957,0.27178383754384594,0.44798657718120793,0.5902636916835698
0.6987847222222223,0.3162979121221565,0.2885254003840001,0.61435406055899,0.5656181527687689,0.5677713293919826,0.7164893807101764,0.4493374959803593,0.20919075620211158,0.375838926174497,0.6125760649087221
0.6987847222222223,0.3162979121221565,0.29161147436389123,0.6298397314864311,0.5540600807990224,0.6585490830636456,0.7443141435678751,0.45736374575309346,0.24835246291521895,0.2634228187919465,0.8762677484787017
0.6987847222222223,0.3162979121221565,0.28144472882925586,0.6451396618293052,0.5731726443139955,0.5605447680690396,0.7825159914712145,0.45487696660611654,0.2856833924969535,0.6409395973154357,0.31034482758620685
